Country (Country),Commodity (Commodity),Trade flow (Trade flow),Unit,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Turks and Caicos Is.,"Southern bluefin tuna (Thunnus maccoyii), frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,1,...,-,-,-
Turks and Caicos Is.,"Southern bluefin tuna (Thunnus maccoyii), live",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,-,-,-,-
Turks and Caicos Is.,"Tuna loins and fillets, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,-,-,-
Turks and Caicos Is.,"Tuna loins and fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2 F,...,4,4 F,5 F,1 F,1 F
Turks and Caicos Is.,"Tuna meat, whether or not minced, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,...,...,0 F,-
Turks and Caicos Is.,"Tunas nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,18 F,30 F,36 F,26 F,2 F,11 F,15 F,35 F,90 F,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,4,1 F,0 F,0 F,0 F
Turks and Caicos Is.,"Tunas prepared or preserved, not minced, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,...,19 F,15 F,21 F,18 F,23 F,24 F,26 F,28 F,29 F,50 F,70 F,86 F,119,113,104 F,104 F,104 F,103 F
Turks and Caicos Is.,"Tunas, bonitos, billfishes etc, fillets, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,-,-,-
Turks and Caicos Is.,"Tunas, bonitos, billfishes fillets, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,...,-,-,-
Turks and Caicos Is.,"Tunas, bonitos, billfishes, meat, whether or not minced, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,...,3,...,-,-,-
Turks and Caicos Is.,"Tunas, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,6,...,4 F,2 F,-
Turks and Caicos Is.,"Yellowfin tuna, fresh or chilled",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7 F,2 F,-,-
Turks and Caicos Is.,"Yellowfin tuna, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4,2,...,-,-,-
Turks and Caicos Is.,"Yellowfin tuna, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,1,11,...,-,0 F,1 F
Totals - All,,,,754,1348,1050,1950,2103,4057,1170,1148,936,869,1452,1976,2383,1758,2016,2439,2958,3646,3851,5062,4048,6174,9103,14370,16372,23435,17512,16495,18567,17318,16086,16870,24561,28134,24318,27825,30213,30595,34295,37867,40401
FAO. 2018. Fishery and Aquaculture Statistics. Global Fisheries commodities production and trade 1976-2016 (FishstatJ). In: FAO Fisheries and Aquaculture Department [online]. Rome. Updated 2018. www.fao.org/fishery/statistics/software/fishstatj/en
